transaction_id,timestamp,customer_id,customer_segment,transaction_type,amount_ghs,currency,provider,channel,region,merchant_or_agent_id,recipient_id,device_id,status,failure_or_reversal_reason,balance_before_ghs,balance_after_ghs,customer_tenure_days,velocity_1h,device_changes_24h,failed_attempts_24h,risk_score
TXN000309,2026-08-10 18:52:00,CUST0027,Microbusiness,Merchant Payment,55.71,GHS,KasaPay,USSD,Ashanti,MER055,RCP0207,DEV0215,SUCCESS,,147.72,92.01,1547,4,0,0,53.1
TXN000310,2026-08-04 08:46:00,CUST0288,Consumer,P2P Transfer,78.23,GHS,SwiftCash,Mobile App,Eastern,,RCP0033,DEV0097,SUCCESS,,960.53,882.3,1064,5,2,3,97.9
TXN000311,2026-08-21 15:29:00,CUST0074,Microbusiness,P2P Transfer,280.6,GHS,ApexMoney,API,Ashanti,,RCP0207,DEV0094,SUCCESS,,507.49,226.89,660,1,0,1,26.2
TXN000312,2026-08-21 20:08:00,CUST0196,Consumer,Merchant Payment,120.21,GHS,MobiLink,API,Central,MER067,RCP0210,DEV0343,SUCCESS,,419.46,299.25,2168,4,0,1,51.7
TXN000313,2026-08-04 16:26:00,CUST0203,Consumer,Cash-Out,42.69,GHS,MobiLink,USSD,Ashanti,MER024,RCP0170,DEV0091,SUCCESS,,143.7,101.01,1617,1,1,0,29.7
TXN000314,2026-08-09 17:14:00,CUST0149,Microbusiness,P2P Transfer,93.23,GHS,ApexMoney,USSD,Volta,,RCP0084,DEV0358,SUCCESS,,236.31,143.08,1926,5,2,2,95.4
TXN000315,2026-08-08 13:26:00,CUST0266,Consumer,Bank Transfer,40.31,GHS,SwiftCash,Mobile App,Ashanti,,RCP0053,DEV0448,SUCCESS,,1210.74,1170.43,1293,2,0,0,31.4
TXN000316,2026-08-21 10:36:00,CUST0034,SME,Cash-In,116.44,GHS,KasaPay,Mobile App,Greater Accra,MER058,RCP0183,DEV0350,SUCCESS,,421.39,537.83,1130,5,1,3,85.4
TXN000317,2026-08-23 15:20:00,CUST0071,Microbusiness,Cash-Out,126.22,GHS,KasaPay,POS,Greater Accra,MER070,RCP0041,DEV0077,SUCCESS,,607.16,480.94,89,4,2,0,66.8
TXN000318,2026-08-23 12:53:00,CUST0076,Consumer,Merchant Payment,25.48,GHS,SwiftCash,Mobile App,Ashanti,MER071,RCP0175,DEV0065,FAILED,Recipient Unavailable,254.77,254.77,166,2,1,0,34.1
TXN000319,2026-08-30 02:26:00,CUST0041,Consumer,Merchant Payment,94.53,GHS,KasaPay,Mobile App,Ashanti,MER055,RCP0044,DEV0197,SUCCESS,,482.13,387.6,1559,2,2,2,72.9
TXN000320,2026-08-24 19:52:00,CUST0089,Microbusiness,Cash-In,73.7,GHS,KasaPay,Mobile App,Ashanti,MER055,RCP0088,DEV0248,SUCCESS,,176.07,249.77,505,2,1,1,55.0
TXN000321,2026-08-10 22:35:00,CUST0094,Consumer,Bill Payment,129.41,GHS,ApexMoney,Mobile App,Central,,RCP0132,DEV0351,SUCCESS,,531.08,401.67,194,3,0,2,56.9
TXN000322,2026-08-04 08:09:00,CUST0230,Consumer,Merchant Payment,165.12,GHS,KasaPay,USSD,Greater Accra,MER055,RCP0042,DEV0191,SUCCESS,,650.66,485.54,1711,3,0,0,40.6
TXN000323,2026-08-20 01:17:00,CUST0091,Consumer,Cash-In,122.22,GHS,MobiLink,POS,Eastern,MER012,RCP0206,DEV0076,SUCCESS,,626.7,748.92,1370,4,1,3,94.5
TXN000324,2026-08-29 09:30:00,CUST0264,SME,Cash-In,62.95,GHS,ApexMoney,POS,Central,MER041,RCP0180,DEV0447,SUCCESS,,250.21,313.16,257,3,0,1,47.1
TXN000325,2026-08-31 05:30:00,CUST0232,Consumer,Cash-Out,180.07,GHS,KasaPay,USSD,Ashanti,MER029,RCP0005,DEV0408,SUCCESS,,381.25,201.18,1107,4,0,3,68.3
TXN000326,2026-08-08 03:16:00,CUST0271,SME,P2P Transfer,38.78,GHS,ApexMoney,Web,Ashanti,,RCP0220,DEV0295,SUCCESS,,737.23,698.45,1041,3,2,3,89.5
TXN000327,2026-08-08 07:55:00,CUST0032,Microbusiness,Merchant Payment,26.51,GHS,MobiLink,USSD,Greater Accra,MER051,RCP0186,DEV0313,SUCCESS,,420.49,393.98,23,2,0,2,42.2
TXN000328,2026-08-02 03:50:00,CUST0296,Consumer,Merchant Payment,5.39,GHS,KasaPay,Web,Ashanti,MER024,RCP0218,DEV0421,SUCCESS,,397.23,391.84,1336,2,0,1,38.7
TXN000329,2026-08-05 09:05:00,CUST0185,Consumer,Bill Payment,76.74,GHS,KasaPay,USSD,Western,,RCP0156,DEV0214,REVERSED,Settlement Failure,2054.12,2054.12,881,4,1,1,62.4
TXN000330,2026-08-18 04:48:00,CUST0295,Microbusiness,Merchant Payment,40.52,GHS,ApexMoney,Mobile App,Northern,MER008,RCP0163,DEV0066,SUCCESS,,241.47,200.95,1934,1,1,2,46.8
TXN000331,2026-08-17 22:49:00,CUST0107,Consumer,Merchant Payment,114.22,GHS,KasaPay,API,Eastern,MER024,RCP0100,DEV0273,SUCCESS,,1108.0,993.78,267,2,0,0,29.5
TXN000332,2026-08-12 11:57:00,CUST0286,Consumer,Bill Payment,15.25,GHS,MobiLink,Mobile App,Greater Accra,,RCP0059,DEV0203,SUCCESS,,207.26,192.01,1865,2,0,0,36.4
TXN000333,2026-08-10 14:36:00,CUST0177,Consumer,Merchant Payment,46.99,GHS,KasaPay,Mobile App,Central,MER053,RCP0061,DEV0360,SUCCESS,,805.2,758.21,29,4,2,2,91.6
TXN000334,2026-08-26 17:21:00,CUST0022,Microbusiness,P2P Transfer,121.48,GHS,KasaPay,Mobile App,Central,,RCP0082,DEV0348,SUCCESS,,838.08,716.6,1684,1,1,0,38.6
TXN000335,2026-08-15 06:15:00,CUST0124,Microbusiness,P2P Transfer,33.94,GHS,SwiftCash,Mobile App,Greater Accra,,RCP0076,DEV0213,SUCCESS,,336.04,302.1,1724,3,1,1,60.0
TXN000336,2026-08-26 01:20:00,CUST0042,Consumer,P2P Transfer,115.34,GHS,KasaPay,Mobile App,Western,,RCP0196,DEV0166,SUCCESS,,197.73,82.39,905,4,0,2,63.5
TXN000337,2026-08-30 20:37:00,CUST0283,Consumer,P2P Transfer,50.73,GHS,KasaPay,USSD,Greater Accra,,RCP0136,DEV0190,FAILED,Validation Error,112.41,112.41,628,5,0,1,49.9
TXN000338,2026-08-10 19:57:00,CUST0092,Consumer,Merchant Payment,79.21,GHS,ApexMoney,Web,Greater Accra,MER027,RCP0107,DEV0285,SUCCESS,,310.65,231.44,325,3,0,3,68.2
TXN000339,2026-08-07 06:50:00,CUST0067,Microbusiness,Cash-Out,135.08,GHS,ApexMoney,Mobile App,Greater Accra,MER005,RCP0188,DEV0287,SUCCESS,,731.18,596.1,757,5,2,3,88.3
TXN000340,2026-08-30 12:57:00,CUST0166,Consumer,Cash-Out,183.07,GHS,SwiftCash,USSD,Greater Accra,MER008,RCP0190,DEV0231,SUCCESS,,219.59,36.52,1478,4,2,0,55.5
TXN000341,2026-08-20 16:18:00,CUST0128,SME,P2P Transfer,88.11,GHS,MobiLink,Mobile App,Northern,,RCP0243,DEV0240,FAILED,Invalid PIN,529.91,529.91,1598,4,1,0,56.0
TXN000342,2026-08-10 00:26:00,CUST0030,Microbusiness,Cash-In,40.78,GHS,MobiLink,Web,Ashanti,MER023,RCP0081,DEV0447,SUCCESS,,162.83,203.61,411,2,2,3,79.6
TXN000343,2026-08-20 06:39:00,CUST0245,Consumer,P2P Transfer,55.18,GHS,MobiLink,Mobile App,Greater Accra,,RCP0064,DEV0115,SUCCESS,,413.47,358.29,39,5,0,0,52.3
TXN000344,2026-08-16 23:12:00,CUST0254,Microbusiness,Bill Payment,139.97,GHS,KasaPay,Mobile App,Ashanti,,RCP0002,DEV0079,SUCCESS,,208.45,68.48,1241,2,2,1,69.2
TXN000345,2026-08-29 01:42:00,CUST0223,Microbusiness,P2P Transfer,34.19,GHS,ApexMoney,USSD,Ashanti,,RCP0042,DEV0360,SUCCESS,,464.76,430.57,1284,1,1,3,62.8
TXN000346,2026-08-08 22:26:00,CUST0186,Consumer,Cash-In,70.01,GHS,SwiftCash,POS,Greater Accra,MER053,RCP0157,DEV0421,SUCCESS,,338.39,408.4,2157,1,1,2,49.5
TXN000347,2026-08-31 17:35:00,CUST0121,Consumer,Merchant Payment,58.67,GHS,MobiLink,POS,Greater Accra,MER053,RCP0210,DEV0274,SUCCESS,,201.79,143.12,1678,4,2,1,84.3
TXN000348,2026-08-30 00:24:00,CUST0163,SME,Cash-In,74.6,GHS,SwiftCash,USSD,Eastern,MER078,RCP0156,DEV0181,SUCCESS,,300.62,375.22,1217,4,0,0,56.4
TXN000349,2026-08-06 14:26:00,CUST0157,Consumer,Merchant Payment,34.54,GHS,KasaPay,POS,Greater Accra,MER012,RCP0257,DEV0157,SUCCESS,,244.54,210.0,1308,1,1,1,45.1
TXN000350,2026-08-06 02:28:00,CUST0050,Microbusiness,Cash-Out,16.88,GHS,SwiftCash,Mobile App,Western,MER028,RCP0163,DEV0211,SUCCESS,,183.93,167.05,1425,5,0,2,68.3
TXN000351,2026-08-17 12:40:00,CUST0025,Consumer,P2P Transfer,126.8,GHS,SwiftCash,Mobile App,Greater Accra,,RCP0229,DEV0024,SUCCESS,,1109.94,983.14,1002,2,1,0,37.7
TXN000352,2026-08-02 09:24:00,CUST0076,Consumer,Bank Transfer,184.84,GHS,MobiLink,Mobile App,Central,,RCP0070,DEV0238,SUCCESS,,376.11,191.27,1495,4,0,2,56.3
TXN000353,2026-08-10 06:18:00,CUST0137,SME,Merchant Payment,17.75,GHS,SwiftCash,Mobile App,Western,MER043,RCP0084,DEV0122,PENDING,Awaiting Confirmation,94.47,94.47,442,3,1,1,57.7
TXN000354,2026-08-14 11:42:00,CUST0049,Consumer,Cash-Out,111.45,GHS,KasaPay,Mobile App,Greater Accra,MER064,RCP0211,DEV0120,SUCCESS,,308.75,197.3,1829,3,2,1,61.7
TXN000355,2026-08-31 01:12:00,CUST0033,Consumer,Bank Transfer,204.53,GHS,ApexMoney,USSD,Greater Accra,,RCP0172,DEV0253,FAILED,Validation Error,978.51,978.51,1897,4,0,3,72.0
TXN000356,2026-08-31 18:19:00,CUST0256,Microbusiness,Bill Payment,135.17,GHS,KasaPay,Mobile App,Volta,,RCP0127,DEV0007,SUCCESS,,278.38,143.21,965,5,0,3,89.12354453577206
TXN000357,2026-08-05 16:44:00,CUST0113,Consumer,P2P Transfer,57.16,GHS,ApexMoney,USSD,Ashanti,,RCP0248,DEV0093,SUCCESS,,1515.21,1458.05,1012,4,0,2,53.1
TXN000358,2026-08-28 15:24:00,CUST0176,Microbusiness,P2P Transfer,36.53,GHS,MobiLink,USSD,Eastern,,RCP0198,DEV0411,SUCCESS,,259.17,222.64,1102,5,2,2,85.4
TXN000359,2026-08-03 19:39:00,CUST0158,SME,P2P Transfer,87.25,GHS,KasaPay,POS,Greater Accra,,RCP0077,DEV0234,SUCCESS,,718.78,631.53,1800,5,1,1,71.0
TXN000360,2026-08-24 04:57:00,CUST0221,Consumer,P2P Transfer,100.55,GHS,KasaPay,POS,Greater Accra,,RCP0159,DEV0438,SUCCESS,,1072.21,971.66,399,2,2,0,50.7
TXN000361,2026-08-27 05:09:00,CUST0222,Consumer,Cash-In,88.36,GHS,KasaPay,Mobile App,Ashanti,MER015,RCP0103,DEV0172,SUCCESS,,690.66,779.02,761,3,2,1,65.0
TXN000362,2026-08-28 14:44:00,CUST0089,SME,Bill Payment,69.89,GHS,SwiftCash,Mobile App,Northern,,RCP0108,DEV0449,REVERSED,Duplicate Transaction,175.76,175.76,1358,1,0,0,21.4
TXN000363,2026-08-07 22:13:00,CUST0255,SME,Bill Payment,32.45,GHS,KasaPay,USSD,Greater Accra,,RCP0209,DEV0297,SUCCESS,,243.02,210.57,1530,5,2,1,79.8
TXN000364,2026-08-28 16:43:00,CUST0112,Consumer,Cash-In,116.66,GHS,ApexMoney,USSD,Western,MER003,RCP0177,DEV0302,FAILED,Insufficient Funds,1185.07,1185.07,661,5,0,1,55.3
TXN000365,2026-08-04 14:17:00,CUST0251,Microbusiness,Cash-In,121.54,GHS,MobiLink,Mobile App,Eastern,MER037,RCP0004,DEV0254,SUCCESS,,269.49,391.03,271,5,0,2,69.8
TXN000366,2026-08-17 02:01:00,CUST0122,Consumer,Bank Transfer,96.61,GHS,KasaPay,Mobile App,Greater Accra,,RCP0149,DEV0204,SUCCESS,,1024.29,927.68,1124,4,2,1,74.7
TXN000367,2026-08-15 13:20:00,CUST0034,Consumer,Bill Payment,89.51,GHS,KasaPay,POS,Greater Accra,,RCP0168,DEV0237,SUCCESS,,356.84,267.33,1410,5,1,1,72.1
TXN000368,2026-08-10 19:03:00,CUST0229,Consumer,P2P Transfer,339.46,GHS,ApexMoney,USSD,Greater Accra,,RCP0133,DEV0383,SUCCESS,,547.89,208.43,1689,4,2,2,85.7
TXN000369,2026-08-01 16:27:00,CUST0010,Consumer,Cash-In,47.91,GHS,KasaPay,Mobile App,Ashanti,MER069,RCP0078,DEV0357,SUCCESS,,174.24,222.15,21,2,0,0,33.5
TXN000370,2026-08-24 22:22:00,CUST0232,Consumer,Bank Transfer,242.07,GHS,SwiftCash,USSD,Eastern,,RCP0168,DEV0011,SUCCESS,,312.25,70.18,53,2,1,0,45.1
TXN000371,2026-08-11 09:40:00,CUST0013,Consumer,Merchant Payment,43.64,GHS,MobiLink,Web,Ashanti,MER053,RCP0246,DEV0313,SUCCESS,,255.58,211.94,859,3,0,2,53.2
TXN000372,2026-08-21 12:16:00,CUST0063,Microbusiness,Merchant Payment,209.06,GHS,ApexMoney,Mobile App,Greater Accra,MER063,RCP0023,DEV0376,SUCCESS,,583.59,374.53,1247,3,2,2,67.5
TXN000373,2026-08-13 17:12:00,CUST0182,Consumer,Bill Payment,232.38,GHS,MobiLink,Web,Central,,RCP0157,DEV0335,SUCCESS,,528.42,296.04,22,4,2,3,99.0
TXN000374,2026-08-12 14:00:00,CUST0283,Consumer,Bill Payment,63.49,GHS,SwiftCash,Mobile App,Eastern,,RCP0236,DEV0224,REVERSED,Duplicate Transaction,697.14,697.14,393,4,2,2,87.3
TXN000375,2026-08-28 11:24:00,CUST0123,Consumer,Bank Transfer,334.23,GHS,ApexMoney,USSD,Ashanti,,RCP0104,DEV0151,SUCCESS,,341.08,6.85,930,5,0,3,76.3
TXN000376,2026-08-03 22:16:00,CUST0037,Consumer,Bank Transfer,121.35,GHS,ApexMoney,USSD,Ashanti,,RCP0087,DEV0303,SUCCESS,,245.26,123.91,625,4,2,2,86.7
TXN000377,2026-08-23 20:02:00,CUST0070,SME,P2P Transfer,38.64,GHS,ApexMoney,Mobile App,Greater Accra,,RCP0065,DEV0299,SUCCESS,,565.12,526.48,1567,1,2,3,76.4
TXN000378,2026-08-24 03:36:00,CUST0269,Consumer,Merchant Payment,59.26,GHS,MobiLink,Web,Central,MER076,RCP0059,DEV0169,SUCCESS,,227.65,168.39,90,2,2,0,61.4
TXN000379,2026-08-12 18:42:00,CUST0219,Consumer,Cash-In,213.33,GHS,ApexMoney,USSD,Ashanti,MER015,RCP0102,DEV0183,FAILED,Service Unavailable,1106.34,1106.34,1956,2,1,2,60.5
TXN000380,2026-08-09 03:16:00,CUST0031,SME,Cash-In,178.5,GHS,KasaPay,API,Ashanti,MER014,RCP0200,DEV0166,SUCCESS,,452.19,630.69,385,4,2,3,99.0
TXN000381,2026-08-01 03:56:00,CUST0116,Consumer,Merchant Payment,33.14,GHS,SwiftCash,Mobile App,Greater Accra,MER058,RCP0048,DEV0021,SUCCESS,,385.83,352.69,977,2,2,3,70.7
TXN000382,2026-08-30 00:59:00,CUST0080,Consumer,Cash-In,72.36,GHS,MobiLink,Web,Eastern,MER062,RCP0060,DEV0015,SUCCESS,,696.89,769.25,2170,5,0,1,63.8
TXN000383,2026-08-30 09:06:00,CUST0054,Microbusiness,Merchant Payment,96.83,GHS,SwiftCash,Web,Eastern,MER055,RCP0259,DEV0038,SUCCESS,,465.32,368.49,1462,2,2,3,76.0
TXN000384,2026-08-08 11:16:00,CUST0254,Microbusiness,Cash-Out,52.91,GHS,SwiftCash,USSD,Ashanti,MER025,RCP0258,DEV0191,SUCCESS,,142.09,89.18,2196,3,0,1,50.1
TXN000385,2026-08-01 23:44:00,CUST0186,Consumer,Merchant Payment,604.34,GHS,ApexMoney,Mobile App,Northern,MER001,RCP0059,DEV0230,FAILED,Insufficient Funds,222.28,222.28,57,5,2,0,84.7
TXN000386,2026-08-04 19:19:00,CUST0054,Microbusiness,Merchant Payment,99.35,GHS,MobiLink,POS,Western,MER026,RCP0109,DEV0184,SUCCESS,,1089.29,989.94,1587,2,0,3,59.5
TXN000387,2026-08-03 02:19:00,CUST0196,Consumer,P2P Transfer,77.28,GHS,ApexMoney,USSD,Greater Accra,,RCP0105,DEV0430,SUCCESS,,524.75,447.47,180,1,2,1,46.4
TXN000388,2026-08-26 18:20:00,CUST0125,Consumer,P2P Transfer,224.13,GHS,ApexMoney,API,Central,,RCP0077,DEV0007,FAILED,Insufficient Funds,139.61,139.61,1351,2,2,0,77.99413600010485
TXN000389,2026-08-28 15:34:00,CUST0019,Consumer,Bank Transfer,59.71,GHS,MobiLink,USSD,Ashanti,,RCP0040,DEV0177,SUCCESS,,641.68,581.97,727,2,2,0,60.9
TXN000390,2026-08-05 18:02:00,CUST0135,Microbusiness,Merchant Payment,191.77,GHS,ApexMoney,Mobile App,Bono,MER070,RCP0017,DEV0112,FAILED,Invalid PIN,323.94,323.94,1712,4,2,0,70.1
TXN000391,2026-08-24 03:34:00,CUST0056,Consumer,P2P Transfer,19.74,GHS,ApexMoney,Mobile App,Greater Accra,,RCP0159,DEV0135,SUCCESS,,255.73,235.99,286,4,1,3,86.7
TXN000392,2026-08-06 13:22:00,CUST0074,Microbusiness,Cash-Out,55.39,GHS,SwiftCash,POS,Greater Accra,MER002,RCP0011,DEV0263,FAILED,Limit Exceeded,208.79,208.79,1973,3,2,3,83.9
TXN000393,2026-08-12 09:12:00,CUST0264,SME,Cash-In,198.68,GHS,ApexMoney,API,Ashanti,MER011,RCP0161,DEV0140,SUCCESS,,1043.09,1241.77,1065,3,0,3,67.6
TXN000394,2026-08-19 13:56:00,CUST0214,Microbusiness,P2P Transfer,309.41,GHS,ApexMoney,Mobile App,Greater Accra,,RCP0025,DEV0143,FAILED,Insufficient Funds,112.83,112.83,1149,3,1,0,43.1
TXN000395,2026-08-23 07:37:00,CUST0041,Microbusiness,Merchant Payment,42.21,GHS,KasaPay,POS,Central,MER050,RCP0040,DEV0302,SUCCESS,,262.92,220.71,1262,1,0,3,52.3
TXN000396,2026-08-28 02:40:00,CUST0256,Consumer,P2P Transfer,38.23,GHS,SwiftCash,Web,Ashanti,,RCP0002,DEV0374,SUCCESS,,539.2,500.97,92,1,0,2,34.0
TXN000397,2026-08-02 09:19:00,CUST0173,Consumer,Cash-Out,131.94,GHS,SwiftCash,Mobile App,Greater Accra,MER024,RCP0104,DEV0096,SUCCESS,,1609.65,1477.71,693,4,2,1,73.8
TXN000398,2026-08-07 02:08:00,CUST0263,Consumer,P2P Transfer,47.96,GHS,ApexMoney,Mobile App,Ashanti,,RCP0085,DEV0051,SUCCESS,,746.5,698.54,1565,5,1,2,79.1
TXN000399,2026-08-09 16:41:00,CUST0225,Consumer,P2P Transfer,64.83,GHS,KasaPay,POS,Northern,,RCP0087,DEV0108,FAILED,Recipient Unavailable,261.25,261.25,2114,3,0,3,46.5
TXN000400,2026-08-10 14:52:00,CUST0102,Microbusiness,P2P Transfer,171.56,GHS,SwiftCash,USSD,Western,,RCP0081,DEV0260,SUCCESS,,1551.56,1380.0,2166,1,2,1,49.9
TXN000401,2026-08-31 22:31:00,CUST0161,Microbusiness,Cash-In,51.29,GHS,ApexMoney,Mobile App,Ashanti,MER079,RCP0244,DEV0432,SUCCESS,,178.33,229.62,1185,5,2,0,69.6
TXN000402,2026-08-25 02:23:00,CUST0160,Consumer,P2P Transfer,15.32,GHS,ApexMoney,Web,Greater Accra,,RCP0112,DEV0073,SUCCESS,,601.24,585.92,578,2,1,3,66.7
TXN000403,2026-08-10 22:23:00,CUST0216,Consumer,Bank Transfer,26.95,GHS,ApexMoney,USSD,Greater Accra,,RCP0210,DEV0020,SUCCESS,,710.41,683.46,1058,4,0,0,47.0
TXN000404,2026-08-31 03:02:00,CUST0075,Microbusiness,P2P Transfer,82.14,GHS,KasaPay,Web,Northern,,RCP0061,DEV0238,SUCCESS,,254.47,172.33,1027,5,2,0,85.6
TXN000405,2026-08-16 11:29:00,CUST0100,Consumer,Cash-In,16.71,GHS,ApexMoney,Web,Central,MER078,RCP0126,DEV0446,SUCCESS,,831.47,848.18,882,5,2,2,94.8
TXN000406,2026-08-16 12:33:00,CUST0074,Consumer,Merchant Payment,63.27,GHS,SwiftCash,Web,Eastern,MER013,RCP0017,DEV0249,SUCCESS,,335.15,271.88,804,1,0,3,52.0
TXN000407,2026-08-14 10:40:00,CUST0089,Consumer,Merchant Payment,24.95,GHS,MobiLink,USSD,Northern,MER022,RCP0067,DEV0417,SUCCESS,,829.94,804.99,1912,1,0,3,53.0
TXN000408,2026-08-05 11:03:00,CUST0049,Consumer,P2P Transfer,328.31,GHS,ApexMoney,Mobile App,Greater Accra,,RCP0019,DEV0290,FAILED,Insufficient Funds,124.0,124.0,868,4,2,3,99.0
TXN000409,2026-08-29 23:10:00,CUST0011,Microbusiness,Bank Transfer,513.05,GHS,SwiftCash,USSD,Central,,RCP0006,DEV0015,SUCCESS,,633.48,120.43,78,4,2,3,96.7
TXN000410,2026-08-01 10:22:00,CUST0283,Consumer,Bank Transfer,33.13,GHS,ApexMoney,Mobile App,Greater Accra,,RCP0048,DEV0193,SUCCESS,,361.74,328.61,1591,5,2,0,76.7
TXN000411,2026-08-06 09:39:00,CUST0023,Consumer,P2P Transfer,101.32,GHS,ApexMoney,POS,Greater Accra,,RCP0042,DEV0347,SUCCESS,,1167.1,1065.78,1468,3,0,1,52.3
TXN000412,2026-08-08 02:51:00,CUST0267,Consumer,P2P Transfer,36.0,GHS,SwiftCash,Mobile App,Ashanti,,RCP0082,DEV0230,SUCCESS,,476.76,440.76,841,1,0,2,26.4
TXN000413,2026-08-09 15:47:00,CUST0001,Consumer,Bank Transfer,62.62,GHS,KasaPay,USSD,Ashanti,,RCP0193,None,SUCCESS,,1257.55,1194.93,1391,4,1,1,78.5
TXN000414,2026-08-05 02:04:00,CUST0234,Consumer,Cash-In,377.27,GHS,MobiLink,Mobile App,Volta,MER077,RCP0039,DEV0082,SUCCESS,,721.05,1098.32,2071,4,1,2,84.5
TXN000415,2026-08-01 13:21:00,CUST0099,Consumer,P2P Transfer,54.78,GHS,KasaPay,Mobile App,Greater Accra,,RCP0159,DEV0299,SUCCESS,,447.81,393.03,2034,3,2,1,69.3
TXN000416,2026-08-22 00:10:00,CUST0156,Microbusiness,P2P Transfer,63.87,GHS,ApexMoney,Mobile App,Western,,RCP0095,DEV0209,SUCCESS,,889.58,825.71,1740,4,2,1,67.5
TXN000417,2026-08-31 01:09:00,CUST0085,Microbusiness,Cash-Out,36.56,GHS,KasaPay,USSD,Central,MER044,RCP0105,DEV0259,SUCCESS,,893.86,857.3,1289,2,0,0,38.3
TXN000418,2026-08-04 18:38:00,CUST0148,Consumer,Cash-Out,215.78,GHS,ApexMoney,POS,Eastern,MER053,RCP0239,DEV0168,SUCCESS,,702.0,486.22,75,5,0,2,68.8
TXN000419,2026-08-10 04:37:00,CUST0136,Consumer,Cash-In,5.08,GHS,MobiLink,Mobile App,Volta,MER057,RCP0121,DEV0153,SUCCESS,,88.3,93.38,1134,1,0,3,53.2
TXN000420,2026-08-16 16:42:00,CUST0159,Microbusiness,Bill Payment,55.9,GHS,SwiftCash,Web,Ashanti,,RCP0068,DEV0300,SUCCESS,,235.82,179.92,1803,5,0,3,74.3
TXN000421,2026-08-29 18:03:00,CUST0118,Consumer,Merchant Payment,78.34,GHS,KasaPay,Web,Ashanti,MER003,RCP0062,DEV0004,SUCCESS,,1391.42,1313.08,1861,5,2,1,97.4
TXN000422,2026-08-22 12:31:00,CUST0161,Consumer,Merchant Payment,46.44,GHS,KasaPay,Mobile App,Greater Accra,MER074,RCP0044,DEV0196,SUCCESS,,192.1,145.66,1703,4,0,2,56.3
TXN000423,2026-08-24 18:02:00,CUST0248,Consumer,Merchant Payment,169.7,GHS,SwiftCash,POS,Greater Accra,MER039,RCP0208,DEV0167,SUCCESS,,955.13,785.43,2170,5,2,0,75.4
TXN000424,2026-08-19 00:21:00,CUST0131,Consumer,Merchant Payment,226.27,GHS,SwiftCash,USSD,Northern,MER053,RCP0173,DEV0351,SUCCESS,,837.01,610.74,1143,5,1,2,70.3
TXN000425,2026-08-13 22:16:00,CUST0109,SME,P2P Transfer,24.53,GHS,ApexMoney,Mobile App,Ashanti,,RCP0070,DEV0328,PENDING,Awaiting Confirmation,285.91,285.91,254,1,0,1,31.8
TXN000426,2026-08-07 04:37:00,CUST0040,Consumer,P2P Transfer,482.73,GHS,ApexMoney,USSD,Ashanti,,RCP0128,DEV0192,FAILED,Insufficient Funds,110.34,110.34,1100,3,2,3,83.4
TXN000427,2026-08-27 19:02:00,CUST0108,SME,Merchant Payment,24.29,GHS,ApexMoney,Mobile App,Greater Accra,MER029,RCP0131,DEV0119,SUCCESS,,321.6,297.31,711,4,1,2,81.8
TXN000428,2026-08-25 22:16:00,CUST0038,Microbusiness,Cash-Out,243.55,GHS,KasaPay,Web,Ashanti,MER068,RCP0013,DEV0107,FAILED,Network Timeout,2341.42,2341.42,1840,5,0,0,52.4
TXN000429,2026-08-01 18:40:00,CUST0055,SME,P2P Transfer,92.51,GHS,KasaPay,Web,Central,,RCP0236,DEV0096,REVERSED,Duplicate Transaction,257.89,257.89,1713,4,0,3,80.8
TXN000430,2026-08-23 04:15:00,CUST0286,Microbusiness,Merchant Payment,53.08,GHS,ApexMoney,Web,Greater Accra,MER053,RCP0205,DEV0124,SUCCESS,,271.59,218.51,943,3,1,2,60.9
TXN000431,2026-08-03 14:47:00,CUST0027,Microbusiness,Cash-In,57.51,GHS,KasaPay,USSD,Central,MER047,RCP0139,DEV0343,FAILED,Invalid PIN,233.18,233.18,863,3,0,0,37.3
TXN000432,2026-08-23 21:48:00,CUST0145,Consumer,Cash-In,79.16,GHS,KasaPay,USSD,Eastern,MER041,RCP0186,DEV0021,SUCCESS,,1225.48,1304.64,363,1,1,1,40.4
TXN000433,2026-08-26 14:30:00,CUST0251,Microbusiness,Bank Transfer,97.24,GHS,ApexMoney,API,Western,,RCP0029,DEV0012,SUCCESS,,410.68,313.44,109,2,1,0,44.0
TXN000434,2026-08-05 01:30:00,CUST0286,Consumer,Bank Transfer,37.26,GHS,MobiLink,Mobile App,Greater Accra,,RCP0254,DEV0243,SUCCESS,,308.14,270.88,698,3,0,1,50.2
TXN000435,2026-08-14 10:46:00,CUST0045,Microbusiness,Cash-Out,66.76,GHS,KasaPay,Mobile App,Eastern,MER004,RCP0166,DEV0101,SUCCESS,,1422.41,1355.65,541,5,0,3,86.3
TXN000436,2026-08-04 20:04:00,CUST0050,Consumer,P2P Transfer,42.31,GHS,KasaPay,USSD,Greater Accra,,RCP0244,DEV0374,SUCCESS,,760.99,718.68,594,5,1,3,93.6
TXN000437,2026-08-18 14:03:00,CUST0112,Consumer,Merchant Payment,29.0,GHS,KasaPay,Mobile App,Ashanti,MER056,RCP0224,DEV0339,SUCCESS,,247.28,218.28,2196,4,1,2,79.0
